id;r3;r4;r5;r6;r7;r8;r9;r10;r11;note;user_id;tanaman_id;entry_id;catatan_dinas;catatan_BPS;status;status_tanaman
264;500;0;0;500;0;500;0;10;10000;;199811052021041001;131800000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
265;29;0;0;29;0;29;0;10;10000;;199811052021041001;131901000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
266;41;0;0;41;0;41;0;5;5000;;199811052021041001;131902000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
267;778;0;0;778;0;778;0;100;10000;;199811052021041001;131903000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
268;10151;0;0;10151;0;10151;0;5000;10000;;199811052021041001;131904000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
269;208;0;0;208;0;208;0;50;10000;;199811052021041001;131905001;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
270;10;0;0;10;0;10;0;5;5000;;199811052021041001;131905002;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
271;57;0;0;57;0;57;0;10;10000;;199811052021041001;131906000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
272;236;0;0;236;0;236;0;50;10000;;199811052021041001;131907000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
273;31;0;0;31;0;31;0;10;5000;;199811052021041001;131911000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
274;100;0;0;100;0;100;0;10;5000;;199811052021041001;131913000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
275;202;0;0;202;0;202;0;50;20000;;199811052021041001;131914000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
276;25;0;0;25;0;25;0;10;15000;;199811052021041001;131916000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
277;50;0;0;50;0;50;0;20;25000;;199811052021041001;131931000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
278;50;0;0;50;0;50;0;10;25000;;199811052021041001;133000000;8e372d8e-2aef-4cd7-bd22-0e1f83f1e0f1;;;6;0
279;25;0;0;25;0;0;0;0;0;;199811052021041001;123901000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
280;50;0;0;50;0;0;0;0;0;;199811052021041001;123904000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
281;15;0;0;15;0;0;0;0;0;;199811052021041001;123905000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
282;6850;0;0;6850;5200;1650;0;75;17000;;199811052021041001;131100000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
283;2100;0;0;2100;1400;700;0;200;10000;;199811052021041001;131201000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
284;1600;0;0;1600;0;0;0;0;0;;199811052021041001;131600000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
285;2100;0;0;2100;900;500;0;50;2500;;199811052021041001;131701000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
286;20;0;0;20;0;0;0;0;0;;199811052021041001;131800000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
287;25;0;0;25;0;0;0;0;0;;199811052021041001;131901000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
288;1400;0;0;1400;0;0;0;0;0;;199811052021041001;131903000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
289;700;0;0;700;0;0;0;0;0;;199811052021041001;131904000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
290;20;0;0;20;0;0;0;0;0;;199811052021041001;131905002;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
291;25;0;0;25;0;0;0;0;0;;199811052021041001;131906000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
292;125;0;0;125;0;0;0;0;0;;199811052021041001;131911000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
293;26;0;0;26;14;12;0;2.5;27500;;199811052021041001;131914000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
294;15;0;0;15;0;0;0;0;0;;199811052021041001;131916000;e1a08f64-40e3-4888-9da2-74cfb4f62321;;;6;0
295;11;2;0;9;9;0;0;0;0;;199811052021041001;131916000;4e028e62-b477-4a1c-91c2-8100a67b0a63;;;6;0
296;2;1;0;1;1;0;0;0;0;;199811052021041001;131910000;4e028e62-b477-4a1c-91c2-8100a67b0a63;;;6;0
